"museumid","sitename","vesselname","protected","origin","launchedy","periodc","vesseltype","purpose","propulsion","lengthm","beamm","tonnagebrt","physicaldescription","biography","wrecked","latitude","longitude","locationdescription","shipwreckingcause","shipwreckingy","depthm","toponym","locationtype","storyofshipwrecking","discoveryy","storyofdiscovery","objectsrecovered","text"
2282,"Kretinga","Kretinga","yes","Leedu","1920","20. sajand","aurik","kaubalaev","aurulaev","50.96","8.13","542","Uhetekiline kaubalaev. Pikkus uhtedel andmetel 50,96 m, teistel 51,05 m.","1920 - ehitamine, Inglismaa 15.08.1941 - laevahukk, Juminda miinivali 2006 - avastamine 2007 - identifitseerimine","yes",59.7284111584693,25.4334427472493,"Juminda miinivali","miinivali",1941,NA,"Juminda miinivali","miinivali","Hukkus miinil Juminda poolsaare lahistel 15.08.1941.a. Leitud 2006, identifitseeritud 2007.a. Vrakk p","2006","Leitud 2006, identifitseeritud 2007.a.","no","Kretinga (ex Rimfrost, ex Louthside), Raj. II - ,  aurik, 1-e tekiline kaubalaev, ehit.1920.a. Inglismaal, 542 BRT. L=50,96 (51,05 ?)m, B=8,13 m. Hukkus miinil Juminda poolsaare lahistel 15.08.1941.a. Leitud 2006, identifitseeritud 2007.a. Vrakk poolviltu pohja sees, korgusega 13-14 meetrit. Koordinaadid 59*43,7100<U+00B4>N; 25*26,000<U+00B4>E (A1 lk.79,124  A4 lk.30, A324, foto)"
2333,"Purekkari jaht","Nikolai ?","yes",NA,NA,"19. sajand",NA,NA,"purjelaev","21","4",NA,"Punasest puust jahi kere","02.09.1860 - laevahukk, Eesti pohjarannik 30.07.2003 - avastamine","yes",59.691440982577,25.7023036335257,"Eesti pohjarannik, Juminda- voi Purekkari neeme lahistel","torm",1860,NA,"Juminda neem","neem","hukkus 2. septembril 1860.a. teel Peterburist rauakaubaga Tallinna. Meeskond paases maale.","2003","Leitud 30.07.2003.a., uuritud ja filmitud moni aeg hiljem. 2003.a. sonariga avastatud. Kontrollitud Tuukritoode OU poolt. Identifitseerimata. Voimalik Nikolai.","no","Nikolai (2), Raj. II - , ka Purekkari jaht, hukkus 2. septembril 1860.a. teel Peterburist rauakaubaga Tallinna, Eesti pohjarannikul (Juminda- voi Purekkari neeme lahistel) tugevas tormis. Meeskond paases maale. Leitud 30.07.2003.a., uuritud ja filmitud moni aeg hiljem. (EAA.4924.1.6303, A345 lk.161-163 B Peremees)"
731,"Iris","Iris","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.08.1915 - laevahukk 1921 - ules tostmine","ules tostetud",58.3663033203702,24.4831321638344,"Parnu joe suue",NA,1915,NA,"Parnu jogi","joesuue","Uputati sakslaste poolt Parnu joe suhu 20.08.1915. a.",NA,NA,"yes","Iris, Raj. VII -  ,  uputati sakslaste poolt Parnu joe suhu 20.08.1915.a., tosteti 1921.a. ules. (A348)"
332,"Jelizaveta","Jelizaveta","no","Venemaa","1906","20. sajand","aurik","kaubalaev","aurulaev","120.4","16.2","4444",NA,"1906 - ehitamine, Dumbartorn McMIllan & Sons laevatehas, Inglismaa I maailmasoda - sojavae transportlaev nr. 28 1934 - lammutamine","lammutatud",59.3455933406307,23.7702128530044,"Krassi madala W poolne nolv, pankranniku alune","lammutamine",1916,"10-12","Krassi madal","madal","Laev torpedeeriti Saksa allveelaeva U-19 poolt 31.08.1916. Uppumise valtimiseks soitis laev kinni Krassgrundi madala W poolsele nolvale. Lammutati 1934. aastal. Mere pohja jai Jelizaveta ligikaudu 100 meetri pikkune pohjaosa.","1985","Vrakki uurisid visuaalselt allveearheoloogiaklubi Viikar sukeldujad.","no","vt MKA vrakiregister"
NA,"Norra purjekas",NA,"no",NA,NA,NA,NA,NA,"purjelaev",NA,NA,NA,NA,"sugis 1918 - laevahukk jaanuar-veebruar 1919 - laevavarustuse tostmine Einby kula elanike poolt","yes",NA,NA,"Noarootsi, Vormsi ja Hobulaiu vahel","miin ?",1918,NA,"Hobulaid","saarelahedane","Hukkus 1918. aasta sugisel, voimalik, et miinil.",NA,"Vraki leidis arvatavalt A.Ossiptsuk. Hiljem selgus, et vrakk on meregeoloogide uurimislaev Yoldia.","yes","Norra purjekas, Raj. V -   , 1918.a. sugisel Noarootsi, Vormsi ja Hobulaiu vahel (miinil?) hukkunud vaike purjelaev. Sellelt tostsid Einby kula elanikud 1919.a. jaanuaris-veebruaris laevavarustust. Vraki leidis arvatavalt A.Ossiptsuk. Hiljem selgus, et vrakk on meregeoloogide uurimislaev Yoldia (B Ossiptsuk, Lutt, A321 )"
417,"River Clyde","River Clyde","no","Inglismaa","1882","19. sajand",NA,"kaubalaev","purjelaev","31 ?",NA,"962",NA,"1882 - ehitamine, Dumbarton 27.06.1893 - laevahukk 04.07.2012 - avastamine 29.07.2012 - ringskaneeriva sonari ja ROV-uuringud","yes",58.8344820383392,21.78375749487,"10 miili RRostnast SW, Ristna neemest 9,7 miili 237°",NA,1893,"45 voi 50 ?","Ristna","neem","Miramar Ship Indexi andmeil hukkus Dagerorti juures 27.6.1893.","2012","04.07.2012.a. salvestas ligi 50 meetri sugavusel lebava vraki kulgvaatesonariga Meremuuseumi uurimislaev Mare, 29.07.2012.a. uuris purjekat ringsonari ja ROV abil K.Peremees. Vajab identifitseerimist. Olemas sonari kujutis ja videofilm.","no","River Clyde,  Raj. IV -  , 1882. aastal Dumbartonis ehitatud tundmatut tuupi Briti kaubalaev mahutavusega 962 brt. Miramar Ship Indexi andmeil hukkus Dagerorti juures 27.6.1893. aastal.Moningail andmeil lebab ligikaudu 45 m sugavusel 10 miili Ristnast SW. Selle voimalik vrakk leiti 2012.aastal koordinaatides 58*50,0769<U+00B4>N; 21*47,0343<U+00B4>E. (A 386, B Koppelman, Lutt 2012, olemas sonari kujutis ja videofilm, K.Peremees); Lutt 3, Raj. IV -  , tundmatu purjelaeva vrakk Ristna neemest 9,7 miili 237*. Koordinaadid 58*50,0769<U+00B4>N; 21*47,0343<U+00B4>E. Ligikaudu 31 meetri pikkune vrakk on usna lagunenud. Tekk ja taglas puuduvad taielikult. 04.07.2012.a. salvestas ligi 50 meetri sugavusel lebava vraki kulgvaatesonariga Meremuuseumi uurimislaev Mare, 29.07.2012.a. uuris purjekat ringsonari ja ROV abil K.Peremees. Vajab identifitseerimist. (B Lutt, Peremees)"
496,"G90",NA,"yes","Saksamaa",NA,"20. sajand",NA,NA,NA,NA,NA,NA,NA,"25.10.1917 - laevahukk 2014 - kontrollimine kajaloodiga 20.06.2015 - fikseerimine kulgvaatesonargia","yes",59.349989305195,22.8499016849108,"Tahkunast ca 19 miili NNE suunas","miin",1917,"98","Tahkuna","avameri","Hukkus miinil Apollo madalast 8 miili N pool 25.10.1917.a.",NA,"Kontrollitud kajaloodiga 2014.aastal, fikseeritud kulgvaatesonariga 20.06.2015.aastal. Arvatavalt Saksa miinilaeva G-90 vrakk","no","G-90, Raj. IV - , saksa havitaja, hukkus miinil Apollo madalast 8 miili N pool 25.10.1917.a. koordinaatides ligikaudu 59*23<U+00B4>N; 22*48<U+00B4>E. Leidmata. (A348); Lu-22, Raj. IV -  , tundmatu vrakk Tahkunast ca 19 miili NNE suunas, koordinaatides 59*22,8691<U+00B4>N; 22*50,0932<U+00B4>E, Tapsemad andmed puuduvad. Kontrollitud kajaloodiga 2014.aastal, fikseeritud kulgvaatesonariga 20.06.2015.aastal. Sugavusele 98 m vaatamata naib mere pohjas lebamas keskelt 90* nurga all pooleks murdunud, arvatavalt Saksa miinilaeva G-90 vrakk. (A Lutt 2012)"
477,"Alice H","Alice H","yes","Holland","1912","20. sajand","aurik","kaubalaev","aurulaev","99.1","14.4","3052","kaubalaev","1912 - ehitamine, Rotterdam 20.08.1914 - laevahukk","yes",59.3670698211917,22.7667926336155,"Tahkunast umbes 18,5 miili N pool","miin",1914,NA,"Tahkuna","avameri","Hukkus miinil 20.08.1914.a. teekonnal Petrogradist Helsingborg. Hukkus 10 meremeest.",NA,NA,"no","Alice H, Raj. IV - , Hollandi kaubalaev, ehit.1912.a. Rotterdamis, 3052 brt, pikkus 99,1 ja laius 14,4 meetrit, hukkus miinil 20.08.1914.a. teekonnal Petrogradist Helsingborgi koordinaatides ligilahedaselt 59*22,095<U+00B4>N; 22*46,065<U+00B4>E, Tahkunast ca 18,5 miili N pool. Hukkus 10 meremeest. VTA leidnud. (Interreg reg. ID ?)"
2424,"Barometr","Barometr","no",NA,NA,NA,"puksiir","abilaev","aurulaev","28.8","6.2",NA,"Jaaklassiga aurupuksiir, 450 HJ","28.08.1941 - laevahukk","yes",NA,NA,"Juminda miinivali","miinivali",1941,NA,"Juminda miinivali","miinivali","Hukkus Juminda miinivaljal 28. augustil 1941. a.",NA,"Leidmata.","no","Barometr, TSts-56 Raj. II -  , jaaklassiga aurupuksiir, veevaljasurve 230 t, pikkus 28,80 meetrit, laius 6,20 meetrit, 450 HJ, hukkus Juminda miinivaljal 28. augustil 1941.a. Leidmata. (A1; A324)"
4129,"Linnea","Linnea","yes","Venemaa",NA,"20. sajand","miinitraaler","kaubalaev","aurulaev","40","6",NA,NA,"- ehitamine, Soome 16.09.1915 - laevahukk","yes",59.1021295302906,23.0296545451106,"Vormsi lahistel","miin",1915,NA,"Vormsi","saarelahedane","Hukkus miinil Vormsi lahistel 16.09.1915.a.",NA,NA,"no","Linnea (ka BTP Nr.1, T?T? NR.1), Raj. IV -   ,  reisi- kaubalaev, hiljem miinitraaler, ehit. Soomes,       veevaljasurve 700 t , L=40,0 m  B=6,0 m  hukkus miinil Vormsi lahistel 16.09.1915.a. (leitud, merekaardil, A6 lk.383, A67 lk.58, A76, A81 joon.5, A164, foto, video)"
375,"Geroi","Geroi","no","Venemaa","1807","19. sajand","fregatt",NA,NA,"49.53","12.8",NA,"48 suurtukiga fregatt. Vraki pikkus 48-49 m, laius 13 m.","1807 - ehitamine, Arhangelsk, Venemaa 21.09.1909 - laevahukk 29.07.1994 - katse leida vrakki 07.15.1995 - vraki otsimine kulgvaatesonariga 25.07.1997 - vraki otsimine kulgvaatesonariga 06.09.1999 - sonarisalvestus ekslikult Geroiks peetud vrakist 2003 - lahikonnas lebava, ekslikult Geroiks peetava laeva vraki purustamine Pohjasadama naftakai ehituse kaigus 2014 - avastamine","yes",59.3260727258402,24.092580324554,"Pakri lahes Laokula ranniku lahistel","madalalesoit",1808,"5","Laokula","madal","Soitis madalikule Paldiski lahes ja hukkus 21.09.1808.a.","2014","Esialgu oletatud asukoht Paldiski Pohjasadama lahistel ekslik. 2014. aastal avastas Andrei Ossiptsuk Pakri lahes Laokula ranniku lahistel meres ca 5 m sugavusel 48-49 m pikkuse ja 13 m laiuse laeva pohjaosa, mis laevahuku dokumentatsiooni kohaselt peaks kuuluma fregatt Geroile. Sonari kujutised SO3486 ja SO3487 on salvestataud Muinsus 2014 kausta. Pohjasadama naftakai ehituse kaigus 2003.a. selle lahistel lebav arvatava Geroi vrakk purustati. Selle olemus vajab selgitamist.","no","Geroi, Raj. III -  , Vene fregatt, ehit. 1807.a. Arhangelskis, 48 suurtukki, L=49,53 m  B=12,80 m, soitis madalikule Paldiski lahes ja hukkus 21.09.1808.a. Arvatav asukoht Paldiski Pohjasadama lahistel ekslik. 2014. aastal avastas Andrei Ossiptsuk Pakri lahes Laokula ranniku lahistel meres ca 5 m sugavusel 48-49 m pikkuse ja 13 m laiuse laeva pohjaosa, mis laevahuku dokumentatsiooni kohaselt peaks kuuluma fregatt Geroile. Vraki koordinaadid 59*19,576<U+00B4>N; 24*05,563<U+00B4>E. Sonari kujutised SO3486 ja SO3487 on salvestataud Muinsus 2014 kausta. Pohjasadama naftakai ehituse kaigus 2003.a. selle lahistel lebav arvatava Geroi vrakk purustati. Selle olemus vajab selgitamist. (A5 lk.94, A45 lk. 373, B Ossiptsuk, video, sonari pilt)"
57,"Grom","Grom","no","Venemaa","1915","20. sajand","miiniristleja",NA,NA,"97.99","9.32",NA,NA,"14.10.1917 - laevahukk 1921 - ulestostmine 07.07.1986 - kaardile margitud kohal, kus peaks olema ""Grom"", vrakki ei leidu ","yes",58.6897725095677,22.9034647551841,"Hiiu vainas, Kassari lahel","uputamine",1917,NA,"Kassari laht","vain","Uputati Hiiu vainas (Kassari lahel) sakslaste poolt 14.10.1917.a. Ules tostetud 1921.a.",NA,NA,"no","Grom,  Raj. V -  , Vene miiniristleja, ehit. 1915.a., veevaljasurve 1260 t. E=97,99 m, B=9,32 m. Uputati Hiiu vainas (Kassari lahel) sakslaste poolt 14.10.1917.a. Ules tostetud 1921.a. (A6 lk.389, A16 lk.306-308, A82 lk.8, A87, A152)"
6106,"Mari","Mari","no",NA,NA,"20. sajand",NA,NA,"purjelaev",NA,NA,NA,NA,"08.08.1915 - laevahukk 13.06.2002 - sonariotsingud 11.08.2012 - sonariotsingud","yes",58.6757154131953,22.1856736397216,"Tagalahe suust NNE suunas","uputamine",1915,NA,"Tagalaht","laht","Uputati Saksa miinilaeva V-30 poolt 08.08.1915.a. Tagalahe suust NNE suunas.",NA,"Nahtud (?) sonariga pogusalt 13.06.2002 a. Vajab tapsustamist.","no","Mari, Raj. VI -  ,purjekas, uputati Saksa miinilaeva V-30 poolt 08.08.1915.a. Tagalahe suust NNE suunas. Nahtud (?) sonariga pogusalt 13.06.2002 a. Koordinaadid ligilahedaselt 58*40,5500<U+00B4>N; 22*11,1500<U+00B4>E (A287)Vajab tapsustamist. (A369)"
4147,"Dago","Dago","yes","Inglismaa","1912","20. sajand","aurik","kaubalaev","aurulaev","67.11","11.08","1080","Aurik-kaubalaev, mis kujundati umber miinitraaleriks. Ahtris p.p. ""Gotskise"" suurtukk. Ninas spetsiaalne konsool traali jaoks. Parem ankur sees. Molemal pool ankrupeli 75 mm suurtukk. Laeva ahtriosas (paremas pardas) ainult uks suurtukk. Paki all pootsmani laud, paistis uks latern.","1912 - ehitamine, Inglismaa juuni 1914 - kohandamine miinitraaleriks 23.10.1915 - laevahukk 14.06.1998 - avastamine 02.07.1998 - sukeldumine vrakile, vraki filmimine 01.08-08.08.1998 - muude toode hulgas sukeldumine vrakile 03.09.1998 - sukeldumine vrakile, vraki filmimine 05.06.1999 - katse tosta laeva ahtrisuurtukki 28.06.1999 - ahtrisuurtuki ulevaatus ja stopperpoldi lahtikeeramine (Sillamae sukeldujad) 04.07.1999 - sukeldumine vrakile ja suurtuki puhastamine 05.07.1999 - suurtuki pinnaletostmine 06.07.1999 - suurtuki puhastamine ja lahtivotmine kaldal 15.08.1999 - suurtukilafeti pinnaletostmine 18.07.2002 - sukeldumine vrakile","yes",59.2912568237153,23.3546120256567,"Osmussaare majakast SW pool","torpeedo",1915,NA,"Osmussaar","saarelahedane","Torpedeeriti Saksa allveelaeva U-9 poolt 23.10.1915 Osmussaare majakast SW pool.","1998","Leitud Meremuuseumi poolt 14.juunil 1998.a","yes","Dago (traaler nr.4), Raj. IV -  , aurik, kaubalaev, alates 07.1914. miinitraaler, ehit. 1912 Inglismaal, 1080 BRT, veevaljasurve 600 t, L=67,11 m  B=11,08 m, hukkus 23.10.1915.a. Osmussaare majakast SW pool, torpedeerituna Saksa allveelaeva U-9 poolt. Leitud Meremuuseumi poolt 17.juunil 1998.a., laeva 47 mm Hotschkiss suurtukk Meremuuseumis. (A6 lk.376,377, A81 lk.129, joon.5, A345 lk.65-66, foto, sonari pildid, video)"
2171,"Jedinorog","Jedinorog","yes","Venemaa","1916","20. sajand","allveelaev","sojalaev","mootorlaev","67.97","4.5",NA,NA,"1916 - ehitamine, Peterburg 14.09.1917 - laevahukk, Oro saar, Soome 24.09.1917 - ulestostmine 25.02.1918 - laevahukk 2003 - sonariotsingud 17.05.2009 - avastamine 23.05.2009 - vraki identifitseerimine","yes",59.7168897731768,24.8293448787755,"Tallinn-Helsingi laevatee, Tallinnamadala lahistel","jaa",1918,"85","Tallinnamadal","madal","14.09.1917 sai leki ja uppus Soome rannikul Oro saare juures. 24.09.1917 tosteti “Volhovi” poolt ules ja toodi Noblessneri tehasesse remonti. 25.02.1918 uppus rasketes jaaoludes pukseerimise kaigus teel Tallinnast Helsinkisse.","2009","Otsitud sonariga 2003.a. Leitud 2009.a.","no","Jedinorog, Raj. II - , allveelaev, ehit. Peterburis 1916.a., veevaljasurve 782 t, L=67,97 m  B=4,5 m. 14.09.1917 sai leki ja uppus Soome rannikul Oro saare juures. 24.09.1917 tosteti “Volhovi” poolt ules ja toodi Noblessneri tehasesse remonti. 25.02.1918 uppus rasketes jaaoludes pukseerimise kaigus teel Tallinnast Helsinkisse. Otsitud sonariga 2003.a. Leitud 2009.a. kevadel Tallinn-Helsingi laevateelt, Tallinnamadala lahistelt 85 m sugavuselt. Koordinaadid 59*43,008<U+00B4>N; 24*49,794<U+00B4>E (A6 lk.387 A35 lk.11-19  A36 lk.179, A87; A346 lk.187-188)"
313,"Kazanets","Kazanets","yes","Venemaa","1905","20. sajand","miiniristleja","sojalaev","aurulaev","73.2","7.2",NA,NA,"1905 - ehitamine, Riia 28.10.1916 - laevahukk 09.07.1993 - avastamine","yes",59.2582993365068,23.4947577002871,"Osmussaare lahistel","miin",1916,NA,"Osmussaar","saarelahedane","Hukkus Saksa allveelaeva UC-27 poolt Osmussaare lahistele pandud miinil 28.10.1916.a.","1993","Leitud, uuritud. Laev avastati Eesti Meremuuseumi ja Rootsi uurimislaeva ""Altair"" uhise ekspeditsiooni kaigus kulgvaatesonari abil.","no","Kazanets, Raj. III -  , miinilaev, veevaljasurve 745 t, ehit. 1905 Riias, L=73,2 m  B=7,2 m. Hukkus Saksa allveelaeva UC-27 poolt Osmussaare lahistele pandud miinil 28.10.1916.a. Leitud, uuritud. (A6 lk.384, A8 lk.128, A16 lk.232, A82 lk.12,80, A314 lk.46, A346 lk.135-136; foto, sonari kujutis, allveefilm K.Peremees)"
435,"M-94","M-94","no","Venemaa","1937","20. sajand","allveelaev","sojalaev",NA,"44.5","3.3",NA,NA,"1937-1939 - ehitamine 21.07.1941 - laevahukk 1977 - vrakiotsingud (hudrograafialaev) 16.07.1979 - vrakiotsingud","yes",58.8600266266951,22.1199996616887,"Kalana sadama lahistel","torpeedo",1941,NA,"Kalana","sadam","Uputati Kalana sadama lahistel Saksa allveelaeva U-140 torpeedoga 21.07.1941.a.",NA,"Tagajarjetult otsitud. Ules tostetud?","no","M-94 (Vene allveelaev), Raj. IV -  , ehit. 1937.- -39.a., veevaljasurve 203/254 t, L=44,5 m  B=3,3 m. Uputati Kalana sadama lahistel Saksa allveelaeva U-140 torpeedoga 21.07.1941.a. Tagajarjetult otsitud. Ules tostetud (?). (A1 lk.122, A38, foto)"
126,"Metallist","Metallist","no","Venemaa","1903","20. sajand","transpordilaev","kaubalaev","aurulaev","70.3","10.7","1382","Tuupiline welldecker","1903- ehitamine, West Hartlepool, Inglismaa 27.09.1939 - uputamine, Narva laht 30.06.2007 - vraki vaatlemine kulgvaatesonariga 2008 - vrakiuuringud, Eesti Meremuuseum","yes",59.5686771931319,27.3368381803266,"Narva laht","uputamine",1939,NA,"Narva laht","laht","Uputati ettekavatsetult Vene merevae poolt Narva lahes",NA,"Uuritud Meremuuseumi poolt 2008. aastal","no","Metallist (ex Sirius, Weardale, Swansea Bay, Martin, Svoboda), Raj. I – , Vene merevae transportlaev, soevedaja, tuupiline welldecker, ehit. Inglismaal, West Hartlepool<U+00B4>is 1903. aastal, mahutavus 1382 brt, pikkus 70,3 ja laius 10,7 meetrit. Uputati ettekavatsetult Vene merevae poolt Narva lahes 27. saptembril 1939. aastal. Vraki asukoht Vene merekaardil 1941. aastast. Koordinaadid 59*34,1170<U+00B4>N; 27*20,2090<U+00B4>E. Uuritud Meremuuseumi poolt 2008. aastal. (A Tsukovits, B Barinov, Mass, sonari pilt); Valaste vrakk (Metallist), Raj. I -   , kaubalaev, uputatud 1939.a. Leitud, uuritud.(B Mass, Peremees, Barinov, skitseeritud, sonari pilt)"
641,"Myrtle","Myrtle","yes","Inglismaa","1915","20. sajand","miinitraaler","sojalaev","aurulaev","76.2","10.1",NA,"Suurtukipaat-miinitraaler (sweeping sloop)","1915 - ehitamine, Inglismaa 15.07.1919 - laevahukk 1990 - avastamine juuli 1999 - vraki ulevaatus Eesti Meremuuseumi poolt 02.07.1999 - vraki vaatlus kulgvaatesonariga, filmimine, juuni 2000 - filmivotted ""Tema Majesteedi sojalaev"" 05.-06.06.2000 - sukeldumine vrakile, filmimine (vt story of discovery) 2010 - sonariuuringud","yes",58.5897307323623,21.769451364362,"Harilaiu lahistel","miin",1915,NA,"Harilaid","saarelahedane","Hukkus miinil Harilaiu lahistel 15.07.1919.","1990","Leiti Vene hudrograafialaeva GS-214 ""Girokompas"" poolt 1990.a. Vrakile sukeldusid Leningradi sojalis-patriootliku uhingu ""Pamjat Baltiki"" akvalangistid ja sojavaetuukrid. Tosteti ules moned esemed, paadikompass Patt. nr.182. Nr.637. ""Dobbie McInnes Ltd. Glasgow"" ja patentlogi loendur ""Trident"" nr.978F. Eesti Meremuuseumi poolt vrakk ule vaadatud 1999.a. juulikuus. Filmi ""Tema Majesteedi sojalaev"" tegemiseks pohjalikult filmitud 2000.a. juunikuus. Vrakile asetati mustale graniiplaadile kinnitatud vasktahvel laeva nime, hukkumise kuupaeva ja Briti merevae lipu kujutisega. Toimus pidulik tseremoonia Eesti allveetorjelaeva ""Ristna"" osavotul. 2010. aastal uuris vrakki Meremuuseumi juhatusel sonari abil miinijahtija Ugandi. ","yes","Myrtle, Raj. VI -  , suurtukipaat-miinitraaler (sweeping sloop), L=76,2 m  B=10,1 m veevaljasurve 1210 t, ehit. Inglismaal 1915.a., hukkus miinil Harilaiu lahistel 15.07.1919.a. Leiti Vene hudrograafialaeva GS-214 ""Girokompas"" poolt 1990.a. Vrakile sukeldusid Leningradi sojalis-patriootliku uhingu ""Pamjat Baltiki"" akvalangistid ja sojavaetuukrid. Tosteti ules moned esemed, paadikompass Patt. nr.182. Nr.637. ""Dobbie McInnes Ltd. Glasgow"" ja patentlogi loendur ""Trident"" nr.978F. Eesti Meremuuseumi poolt vrakk ule vaadatud 1999.a. juulikuus. Filmi ""Tema Majesteedi sojalaev"" tegemiseks pohjalikult filmitud 2000.a. juunikuus. Vrakile asetati mustale graniiplaadile kinnitatud vasktahvel laeva nime, hukkumise kuupaeva ja Briti merevae lipu kujutisega. Toimus pidulik tseremoonia Eesti allveetorjelaeva ""Ristna"" osavotul. 2010. aastal uuris vrakki Meremuuseumi juhatusel sonari abil miinijahtija Ugandi. Koordinaadid 58*35,3490<U+00B4>N; 21*46,1740<U+00B4>E (A49 lk.94  A50 lk.462, A84 lk.232, A173, A205 lk.148, A245 lk.1, A246 lk.3, A345 lk.107-109, foto, sonari pilt, videofilm, merendusjalooline dokfilm “Tema Majesteedi sojalaev”, sonari pildid). ; Myrtle voor, Raj. VI - , suurtukipaat-miinitraaleri otsastrebenenud voor. Leitud 2010. aastal Meremuuseumi juatusel miinijahtija Ugandi poolt koordinaatides 58*34,1170<U+00B4>N; 21*37,5760<U+00B4>E sosarlaeva Gentian lahedalt, 55 m sugavuselt. (sonari pilt)"
2499,"ORe-35","ORe-35","no","Holland","1916","20. sajand","vahilaev",NA,"mootorlaev","24.2","6.61","127","Saksa patrull-laevade flotilli ""Ost-Reval"" valvelaev, endine Hollandi traaler. Ahtris paremas pardas ripub suur traali pearaskus (ankruketist). Tekis suur traalvints.","1916 - ehitamine, Maassluis, Holland 24.05.1943 - laevahukk 21.08.1996 - sukeldumine vrakile","yes",NA,NA,"Aegna saare juures","miin",1943,NA,"Aegna","saarelahedane","Hukkus Vene miinil Aegna saare juures 24.05.1943.a.",NA,NA,"yes","ORe-35 (ex Marie, KW 40 Christina), Raj. II - , Saksa patrull-laevade flotilli “Ost – Reval” valvelaev, endine Hollandi mootorlaev (traaler), ehit.1916.a., Maasluijsis, 127 BRT, L=24,20 m  B=6,61 m. Hukkus Vene miinil Aegna saare juures 24.05.1943.a. (leitud, merekaardil, A274, sonari pilt, videofilm)"
2146,"Tver","Tver","yes","Venemaa","1841","19. sajand","transpordilaev",NA,"purjelaev","39.09","9.05",NA,"Vraki uldpikkus 33,70m, laius 10,60m kliiverpoomi pikkus 2,20 m.","1841 - ehitamine, Arhangelsk, Venemaa 1852 - laevahukk 20.08.1996 - vraki pildistamine","yes",59.4447879874025,24.7832939405057,"Kadrioru rannas endise lobustuspargi lahistel, rannast umbes 25 m kaugusel",NA,1852,NA,"Kadriorg","rannikulahedane","Hukkus Tallinna lahes (Kadrioru rannas) 1852.a.",NA,NA,"no","Tver, Raj. II - , purjekas, sojavae transportlaev, ehit. 1841 Arhangelskis, L=39,09 m  B=9,05 m, hukkus Tallinna lahes (Kadrioru rannas) 1852.a. Voimalik, et Tver vrakk asub Vanasadama varavas, vaateratta all (vt.Lobustuspargi vrakk). (A5 lk.220, A76, A345 lk. 235, foto) Lobustuspargi vrakk, Raj. II - ,(vt.ka Tver) purjelaeva vrakk Kadrioru rannas lobustuspargi all, liiva sisse mattununa, rannast ca’ 25 m kaugusel. L=33,70 m (uldpikkus), kliiverpoomi pikkus 2,20 m  B=10,60 m, vrakk uurimata, dateerimata. Voib olla ""Tver"". (leitud, B Veskimets, foto)"
336,"U-26","U-26","no","Saksamaa","1914","20. sajand","allveelaev","sojalaev",NA,"64.7","6.32",NA,"Pikkus 64,7 m, laius 6,32 m, relvastus 6 torp.toru ja 105 mm suurtukk, suk.sug. 50 m, meeskond 35, kiirus 9,7 solmeeevaljasurve 878/971 t, pikkus 64,7 m, laius 6,32 m, relvastus 6 torp.toru ja 105 mm suurtukk, suk.sug. 50 m, meeskond 35, kiirus 9,7 solme","1915 - laevahukk 2014 - avastamine 25.05.2010 - vrakiuuring ROV ja ringskaneeriva sonariga","yes",59.6669822857448,23.8331194446401,"Soome laht","miin",1915,"51 ?","Soome laht","avameri","Hukkus miinil Soome lahes sept.1915.a.","2014","Vraki leidis miiniveeskja Ladoga miinitokkelt Soome allveeklubi Badewanne 2014.a. maikuus. On olemas suureparane videofilm","no","U-26 (U-23 tuupi Saksa allveelaev), Raj. III -   , ehit. 1914.a., veevaljasurve 878/971 t, pikkus 64,7 m, laius 6,32 m, relvastus 6 torp.toru ja 105 mm suurtukk, suk.sug. 50 m, meeskond 35, kiirus 9,7 solme, hukkus miinil Soome lahes sept.1915.a. koordinaatides ligikaudu 59*40<U+00B4>N; 23*50<U+00B4>E. Hukkunuid 30. Komandor Kptlt. Egewolf Frhr.von Berkheim. Vraki leidis miiniveeskja Ladoga miinitokkelt Soome allveeklubi Badewanne 2014.a. maikuus. Allveelaev lebab 51 (?) meetri sugavusel. On olemas suureparane videofilm (A6 lk.374, B Treffner, A16 lk.83., A348, foto)"
33,"Volna","Volna","no","Venemaa",NA,"20. sajand","puksiir","abilaev","aurulaev",NA,NA,NA,"Puksiir, hudrograafialaev","16.10.1941- laevahukk 1996 - suurtukimurskude valjatoomine ja ohkimine 24.09.1996 - suurtukimurskude otsimine vraki laheduses","yes",59.3044362876751,23.3732374278547,"Osmussaare NE poolne kallas","karilesoit",1941,NA,"Osmussaar","kari","Sattus karile Osmussaare NE poolsel kaldal ja purunes tormis 16.10.1941.a.",NA,"Laeva laadungiks oli suur hulk 130 mm suurtukimurske, mis 1996.a. Mare meeskonna poolt valja toodi, Osmussaarele ja Suur-Pakrile viidi ning ohku lasti.","yes","Volna, Raj. III -   , puksiir (hudrograafialaev), sattus karile Osmussaare NE poolsel kaldal ja purunes tormis 16.10.1941.a. Laeva laadungiks oli suur hulk 130 mm suurtukimurske, mis 1996.a. Mare meeskonna poolt valja toodi, Osmussaarele ja Suur-Pakrile viidi ning ohku lasti. (merekaardil, A2 lk.54,192, A76)"
