"id","year","season","month","date_begin","date_end","date_begin_long","category","category_code","category_2","category_3","category_4","category_extra","description_original","description_comment","location","country"
"G0716",1875,"summer","8","14","14","1875-08-14","1:1:5:3:, 1:1:2:1:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,NA,NA,"lv:sl:ja:sunakste","lv"
"G0180",1898,"autumn","11","21","22","1898-11-21","1:1:5:4:, 1:1:4:2:, 1:1:4:3:, 1:1:4:5:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:5:, 1:1:5:4:schiffsinkt","In der Nacht auf den 22. November strandete unter Baltischport in der Nähe des Hafens der schwedische Dreimasischooner „Dana"" aus Brantewik, auf der Reife von Sundswall nach West-Hartlepool begriffen. Während des stürmischen Wetters war die „Dana"" auf der See leck geworden und konnte nur mit Mühe vermittelst ihrer Pumpen über Wasser gehalten werden und daher beschloß der Capitän Swensen nach dem Finnischen Golf abzuhalten. Als der anfängliche Südwest- und West Sturm aus Nordwest überging und zum Orkan wurde, ließ er das Schiff in die Baltischporter Bucht hineinsteuern und auf den Strand laufen. ",NA,"ee:we:la:paldiski:","ee"
"G0575",1889,NA,"5","13","13","1889-05-13","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark, 1:2:1:dächer; 1:2:1:verbreiteteschäden","Am Montag wüthete hier ein ziemlich starker Sturm, welcher verschiedene Strohdächer niederriß oder beschädigte und auch sonst mehr oder minder nennenswerthen Schaden verursachte.",NA,"lv:ml:og:","lv"
"C710",1822,"autumn","11","16","16","1822-11-16","1:1:5:4:, 1:1:4:1:, 1:1:4:2:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark",NA,"16.nov. Fligender Sturm – SSW, mit Schneeströber – die Rhede ganz voll mit Treibeis und Schneeeis","ee:we:parnu:","ee"
"G0636",1875,"winter","12","10","11","1875-12-10","1:1:5:3:, 1:1:4:2:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,NA,NA,"lv:sl:jelgava:        ","lv"
"C634",1820,"winter","12","6","6","1820-12-06","1:1:5:2:, 1:1:4:4:","1:1:5:2:","weather description","wind strength","moderate breeze (<bf6)",NA,NA,"6.detsembril Dagerort nähtaval. Tuul öösel NW ja jälle tormine","ee:we:hiiumaa:kõpu:","ee"
"A501",1824,"winter","12","6","6","1824-12-06","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:schiffsinkt","Sturm und Eis aber warfen es auf die Sandbank",NA,"lv:wl:du:kolkasrags:","lv"
"F3134",1890,"spring","3","13","13","1890-03-13","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Kp.Wändrast: Nagu igal pool mujal Eestimaal, nõnda teeb ka Vändras palju takistusi ilm igapäevas elus ja sunnib vaegusi enesest rääkima. Juba nädali päevad on meil lumi kadunud ja “suur jõgi” oli Pärnu jõgi lahti. Jões on aga nõnda vähe vett, et parvetamine vilets ja vaene on. Nindasama seisab ka puuvedamine, sest palju lasksivad endid lume ootamisega takistata. Lume asemel sajab nüüd pea igal päeval vihma ja 13 märtsil on müristamist kuulda Vanemad inimesed raputavad pääd ja ütlevad, et külm kevade tulla. Kuldnokad on aga juba 27.veebr. saadik väljas ja protsestivad. … Ka liblikad on näha. Viimaste päevade sees kaunis tuul rohkem põua poole ja ilm on kauniste vilu.",NA,"ee:h:se:pa:vandra:","ee"
NA,1899,"autumn","11","13","15","1899-11-13","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:orkanartig; 1:1:2:1:schifffahrt","Der bei Wiems gestrandete Dreimaster ist die holländische Bark „Koop-Handel"" (...). Die Mannschaft der hiesigen Rettungsstation traf rechtzeitig am Sonnabend am Ort der Strandung ein.",NA,"ee:ne:viimsi, bs:gf:","ee"
"G0650",1877,"summer","7","18","18","1877-07-18","1:1:5:4:, 1:1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark","Leider war die Witterung nicht günstig, erst herrschte ein starker Sturm und dann gesellten sich zu demselben in kurzen Pausen kalte Regenschauer.",NA,"ee:se:voru:","ee"
"F3160",1890,"summer","8","15","16","1890-08-15","1:1:5:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark","Kuresaarest. Paari nädala eest möllas siin nii hirmus kange torm, mille sarnast keegi enne pole näinud. … -Kaarmast. Suur torm. Augusti kuu 15. ja iseäranis 16. oli meil niisugune hirmus torm … [Kõige suuremad kahjud kirikumõisa ja kiriku ümber. Kiriku katus lõhutud, ümberringi puid loogu maas. …] –Kärlast. 15. ja 16. Augustine torm on ka siin oma jägu kahju teinud. [Viljanabrad laiali pillutanud lõikamata vilju tühjaks raputanud jne.] [Kaarmast veel teade: “Poole kiriku mõisa rehe on torm hea tüki eemale tõstnud ja siis kõige seintega puruks maha viskanud.”]",NA,"ee:we:sa:saaremaa:kuressaare:","ee"
"F2917",1886,"summer","6","8","8","1886-06-08","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Ilmad olivad Eestimaal juba kolm nädalit põuased. [...] Pühapäeval, selle kuu 8.pääval, hakkas ilm pilvitama, müristamist oli kuulda ja mitmes paikas on ka vist vihma sadanud. Niisamuti tuli järgmisel ööl kaunist kõuevihma ja edasipidi näib veel tulema. Loodame, et kahjud jälle tasutud saavad, meie põllumeestel oleks suuremat kitsikut karta, kei ikaldust tuleb.-Rukis õitseb.",NA,"ee:h:li:","ee"
"A343",1864,"spring","3","5","5","1864-03-05","1:1:5:4:, 1:1:4:3:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Durch anhaltende Regen und westliche Stürme war das Fahrsasser bis Mühlgraben frei",NA,"lv:ml:ri:bolderaja:","lv"
"G0362",1884,NA,"1","14","14","1884-01-14","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:orkanartig, 1:2:1:gebäude","Welch' großartige Dimensionen das Feuer bei dem bekannten orkanartigen Sturm annahm, wissen Sie ja aus der telegraphischen Nachricht.- die Summe des Verlustes erscheint mir aber mit 45,000 Rbl. als zu gering angegeben. Wir beziffern ihn auf fast die doppelte Summe",NA,"ee:we:parnu:","ee"
"G0710",1874,"autumn","9","1","2","1874-09-01","1:1:5:4: ","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:heftig",NA,NA,"lv:wl:vp:ovisrags","lv"
"C1011",1834,"autumn","9","4","4","1834-09-04","1:1:5:3:, 1:1:4:5:, 1:1:4:4:, 1:2:1:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:2:1:schifffahrt_eingeschränkt",NA,"4.sept. NNW tormiga tulid Paldiski järgmised laevad","ee:we:la:paldiski:","ee"
"G0487",1886,NA,"11","24","24","1886-11-24","1:1:5:4:, 1:1:4:2:, 1:1:4:3:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:orkanartig","Heute weht nun wieder ein orkanartiger WSW -Sturm, das Wasser im Hafen ist hoch, hoch läuft auch die See. ",NA,"lv:wl:liepaja:","lv"
"G0701",1873,"autumn","11","22","22","1873-11-22","1:1:5:4:, 1:2:1:, 1:2:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:gebäude","Der gestrige Sturm hat mancherlei Schaden in der Stadt und Umgegend angerichtet",NA,"lv:wl:riga:","lv"
"G0593",1873,"summer","8","31","31","1873-08-31","1:1:5:3:, 1:1:4:2:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,NA,NA,"lv:sl:jelgava:        ","lv"
"G0613",1874,"autumn","9","24","24","1874-09-24","1:1:5:3:, 1:1:4:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,NA,NA,"lv:sl:jelgava:        ","lv"
"G0109",1894,"autumn","10","16","23","1894-10-16","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:bäume, 1:2:1:verbreiteteschäden","In der letzten Woche haben wir recht heftige Stürme erleben müssen, die auch einigen Schaden angerichtet haben und nicht bloss an Bäumen. Auf dem hiesigen Bahnhof erfaßte der Sturm mehrere leerstehende Güterwagen, setzte sie in Bewegung, trieb sie an eine Barriere, welche zerbrach und stürzte drei Waggons vom Bahndamm herab, die infolge dessen ziemlich arg beschädigt wurden. ",NA,"ee:se:valga:","ee"
"F2232",1864,"autumn","10","26","31","1864-10-26","1:1:5:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark",NA,"Paldiskist teade (Correspondent, Hr. Gerichtsvoght Kalk. Tema teade Rev Zeitungis – 7. märtsil. “Seit gestern haben wir hier 2,5 Werst vom Hafen nach der See zu offen Wasser”. Peale selle saadab Kalk õienduse. Ühe Talllinnas Rev. Ztg nr 47 ilmunud teate kohta, milles mainitakse, et 7 kaubal otsisid 25 okt 1864 - 25 nov Paldiski sadamas tormivarju külmusid jäässe ja pidid seal talvituma. Kalk õiendab, et need laevad pidid talvituma, kuna nende sihtsadamad nagu Kroonlinn, Narva, Soome ja Pärnu olid jäätunud ja 25. novembril läks Paldiskist veel laev Tallinna, mille sadam oli ka veel jäävaba. Kalk lisab: Wir haben, obgleich der Winter streng ist, hier recht oft recht viel offen Wasser gesehen","ee:we:la:paldiski:","ee"
"G0163",1898,"winter","1","12","12","1898-01-12","1:1:5:4:, 1:1:4:5:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Am 12. Januar kam mit dem Nord-Sturm Kälte, am nächsten Tage sank das Quecksilber des Thermometers bis auf -12"" R. und die zusammengeschobenen Eismassen froren fest zusammen, so dass am 14. Januar die Passage über das Eis zwischen der Moskauer Vorstadt und dem Hasenholm gestattet werden konnte. Der 15. Januar brachte schon wieder Thauwetter, und die milde Witterung hielt an den nächsten Tagen.",NA,"lv:ml:ri:mazojumpravmuiza:","lv"
"G0612",1874,"autumn","9","13","13","1874-09-13","1:1:5:3:, 1:1:4:3:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,NA,NA,"lv:sl:jelgava:        ","lv"
"F2674",1880,"autumn","10","9","9","1880-10-09","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark, 1:2:1:schiffsinkt","Tallinnast. Ka Tallinna rannas on kange torm  9.okt. mõnesajust kahjuteinud, kalameeste paadid kaldale viskanud osast ka ära   lõhkunud, mõned suuremad laevad hukka saatnud j.n.e. [...] Kuuda sadmas on   tormiga põhja kinni jäänud.",NA,"ee:ne:tallinn:","ee"
"G0586",1870,"spring","5","13","13","1870-05-13","1:1:5:3:, 1:1:4:2:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,NA,NA,"lv:sl:jelgava:","lv"
"F2712",1882,"spring","5","17","17","1882-05-17","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark","Veike- Maarjast. [13.mail- rahe tegi palju kahju. 17.mail- ""kange torm"" käis aga nii madalal mööda maapinda, et katused puutumata jäivad.",NA,"ee:h:ne:vaike-maarja:","ee"
"F2548",1874,"summer","7","30","30","1874-07-30","1:1:5:3:, 1:1:2:8:, 1:2:3:, 1:2:1:, 1:1:2:1:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark, 1:2:3:opfer, 1:2:3:","Viru maakonnast. Piktse surm. [Kadrina khlk.] Vihma sadas siin Juuli kuus pea igapääv, aga 30 Juulil hirmus kange tuule ja mürristamisega, et puid maha murdis ja katuksid lõhkus, päälegi langes vihm rahega segi. ... [Kangesti pere sulase on välk maha löönud - vihmavarjus põllul vihmhunnikus",NA,"ee:h:ne:kadrina:","ee"
"F2911",1886,"spring","5","3","3","1886-05-03","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Ilmad pöörasivad selle kuu esimesel pääval soojaks. Selsamal pääval olivad Baltiskis esimesed pääsukesed näha. Selle kuu 3.pääval läks esimene, kaunis kange müristamine üle Baltiski linna. Madise kiriku ligidal lõi välk kartuhvli- panijate vahele ja rabas üht vanemat meest küljest, kes maha langes, aga ilma suurema hädata pea jälle toibus. Nende ligidal on seesama hoop ühe puu sisse löönud. Pikse- pilv tõi hea vihma, kus juures 15 graadi sooja oli, Pärast seda on ilmad vihmaks läinud ja on enamiste pilvised. Orased kosuvad kenaste, lehed löövad nähtavalt välja. Selle kuu 3.pääva õhtul oli Baltiski ümberkaudu kägu esimest korda kuulda",NA,"ee:we:la:paldiski:","ee"
"G0296",1882,NA,"8","4","4","1882-08-04","1:1:5:4:, 1:1:2:8:, 1:1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Nach vielen heißen Tagen hat sich gestern endlich ein ausgiebiger Gewitterregen über Libau entladen ...... Während des Gewitters wüthete ein Sturm in der Umgegend, dessen einzelne hestige Stöße au den letzten Orkan erinnerten.",NA,"lv:wl:liepaja:","lv"
NA,1889,"autumn","11","13","13","1889-11-13","1:1:5:4:, 1:1:4:1:, 1:1:4:2:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:schiffsinkt","Am 13. Nov. Abends 6 Uhr strandete bei SSW.-Sturm und dicker Luft, auf der Ostseite des Riffs von Domesnaes, das von Riga mit Holz  eladene nach Cardiff bestimmte russische Barkschiff „Trimpus- Kavt. I Michelsohn. Die aus 13 Mann bestehende Besatzung wurde theils durch das Kronsrettungsboot von Domesnaes, theils durch das bei Domesnaes stationirte Dondangen'sche Rettungsboot und deren wackere Rettungsmannschaften unter erschwerenden Umständen glücklich an Land gebracht. ",NA,"lv:wl:du:kolkasrags:","lv"
"G0646",1876,"summer","8","29","29","1876-08-29","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:sehrstark","Am 29. August riß der orkanartige Sturm",NA,"ee:we:sa:saaremaa:kuressaare:","ee"
"G0421",1885,NA,"5","9","9","1885-05-09","1:1:5:4:, 1:1:2:7:, 1:2:1:, 1:1:4:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:verbreiteteschäden, 1:2:1:dächer, 1:2:1:bäume","Am 9. Mai c, Nachmittags gegen 4 Uhr, wurden durch einen aus Süden kommenden Hagelschlag, begleitet von wolkenbruchartigem Regen und starkem Sturm, die Roggenfelder arg beschädigt. Vom Wittkopschen Schulhause wurde durch den Sturm das halbe Dach abgedeckt, die Dachsparren auf hundert Schritt fortgeschleudert und von diesen auf dem Hof vielfacher Schaden angerichtet. Die Blüthenknospen der Obstbäume wurden vollständig vernichtet und die Hoffnung auf eine Obsternte zu Schanden gemacht.",NA,"lv:ml:ce:","lv"
"F3116",1889,"summer","7","24","24","1889-07-24","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"5.08 ukj; um ½ 4 uhr Narhmittags entlud sich über  Wisenberg ein ungewöhnlich starkers Gewitter 24.07 Huljal 1889 koos kahjustustega.",NA,"ee:h:ne:kadrina:hulja:","ee"
"G0633",1875,"autumn","11","25","25","1875-11-25","1:1:5:3:, 1:1:4:4:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,NA,NA,"lv:sl:jelgava:        ","lv"
"G0229",1880,"autumn","11","5","5","1880-11-05","1:1:5:3:; 1:1:2:1:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,"Heute Sturm mit Regen.",NA,"ee:we:parnu","ee"
"F2887",1885,"winter","12","21","31","1885-12-21","1:1:5:2:","1:1:5:2:","weather description","wind strength","moderate breeze (<bf6)","1:1:5:2:stark","Jõulu- pühad on meiel õige rohkete lund ja parajat külma toonud. Et lumi osalt kange tuulega tuli, sellepärast tarvitab saanitee head sissesõitmist näib aga nüüd pidama jääma.",NA,"ee:we:la:paldiski:","ee"
"F2920",1886,"summer","7","4","4","1886-07-04","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Reede 4.skp. lõi pikne Tartus kaks poisikest maha. Tõine neist olnud kohe surnud kuna teine veel elumärke avaldanud.",NA,"ee:se:tartu:","ee"
"G0639",1876,"spring","3","30","31","1876-03-30","1:1:5:4:, 1:1:4:2:, 1:1:2:5:, 1:1:2:7:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark, 1:2:1:schiffsinkt","Die seit mehreren Tagen herrschende stürmliche Witterung artete gestern Nachmittag zu einem starken Sturme und Nachts zum Orkan mit Schnee und Hagelböen von südwestlicher Richtung aus. Die inzwischen auf der Rhede zu Anker gegangene norwegische Alf. mit Salz an C.F. Schneider adrestirt, wurde Nachts von ihren Ankern gerissen und сa. 5 Werst nördlich von hier auf den Strand geworfen. Bei dem Tiefgang deS SchiffeS von 15 Fuß war die Besatzung, bestehend auS 7 Mann, in großer Lebensgefahr, wurde jedoch schon heute Morgen gegern 5 Uhr von der zur Hülfeleistung herbeigeeilten RettungSmannschaft mit dem Raketen-Apparat glücklich an Land gebracht. DaS Schiff soll durchgebrochen und mithin wrack sein.",NA,"lv:wl:liepaja:","lv"
"F3101",1889,"summer","6","22","22","1889-06-22","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"„22.Jun.s.a lõi pikne Helme moona meeste lauda  sisse. Kustutati ära.“",NA,"ee:h:me:laiuse:kurista:","ee"
"C693",1822,"summer","7","31","31","1822-07-31","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,NA,"31.juulil Lemsalu juures talu küün põles äikese löögist","lv:ml:lm:","lv"
"G0237",1880,"autumn","11","16","16","1880-11-16","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:schifffahrt_eingeschränkt, 1:1:5:4:stark","Dampfer „Onkel Adam"" herbugsirt, konnte aber des starken Stromes wegen nicht in den Hafen einlaufen, mußte ankern und wurde durch den nächtlichen Sturm an Land getrieben.",NA,"lv:wl:liepaja:","lv"
"G0111",1894,"autumn","10","19","19","1894-10-19","1:1:5:4:, 1:1:4:3:, 1:1:4:2:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:heftig","Mehrere Dampfer, welche gestern, fertig waren, gingen des heftigen W. S. W. Sturmes und hohen Seeganges wegen nicht nach See. ",NA,"lv:wl:liepaja:","lv"
"F2709",1882,"spring","4","15","15","1882-04-15","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Talv 1881 ja 1882. Tänavo talve ei ole lund ega kanget külma olnud kaks hommikud on 12 gradi külma olnud, reeteed ei ole olnud, nii natuke lund saiab siis on kohe sula, wanad inimesed ei mäleta niisugust sula talvet. 21 Märts kewade ilmad rohi tärkab maad on jääs 15.april ilmad soojad rohi tärkab oras ilus kaswab, müristas kannis kõwast.",NA,"ee:h:ne:ambla:","ee"
"A381",1848,"spring","4","19","19","1848-04-19","1:1:5:4:, 1:1:4:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark","den Morgen druf erhob sich ein furchtbahren sturm aus nordwest",NA,"lv:wl:vp:irbene:","lv"
"G0666",1879,"winter","2","22","22","1879-02-22","1:1:5:3:, 1:1:4:2:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,NA,NA,"lv:wl:du:kokasrags:","lv"
"F3391",1898,"summer","6","1","2","1898-06-01","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"[Piksekahjudest 1.-2 juunil.] Järvamaalt. Esmasp. 1.junil lõi pikne Tapa külas Ähvardi talu põlema [maja ja muud hooned põlema +2 siga.] Nõost [2.juunil on välk 2X kiriku juurde poodi. 1.) poekorstnast sisse tugeva põrutusega. 2.) rauakraami aida katusesse. Kumbki tuld ei tekitanud.]",NA,"ee:h:me:jarvamaa","ee"
"E061",1869,"winter","2","14","15","1869-02-14","1:1:5:5:, 1:1:2:5:","1:1:5:5:","weather description","wind strength",NA,NA,"Schneesturm mit Heftigkeit eines Orkans",NA,"ee:ne:tallinn:","ee"
"C1024",1834,"autumn","11","11","12","1834-11-11","1:1:5:4:, 1:1:4:6:, 1:1:4:5:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark",NA,"Tallinna teate põhjal 2.nov. (v.k.) on 11 ja 12 nov (u.k.) Soome lahes puhunud “tremendeous” NE ja NNE torm 5° külmaga","bs:gf:","bs"
"C789",1824,"autumn","11","19","19","1824-11-19","1:1:5:5:, 1:1:4:1:, 1:1:4:2:, 1:1:4:3:, 1:1:4:4:, 1:2:1:","1:1:5:5:","weather description","wind strength",NA,"1:1:5:4:extrem, 1:2:1:schiff",NA,"16.novembril nägid Naissaare tuld. Tuul tugevate iilidena põhjakaartest. 19.nov. südaööl orkaan SSW – WNW. Pumbad pidevalt tööl. 20.nov. nägid 6 miili kaugusel Dagerorti tuld","ee:we:hiiumaa:kõpu:","ee"
"B337",1860,"autumn","9","24","24","1860-09-24","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:opfer","Riiast. Tormi sannumed. Jubba hakkavad tullema se torm (24. Sept) olli liig walli, kui et temma waeste meremeestele mitte mõndasuggust kahjo ep olleks teinud. Mitto issapoega on ta merre põhja hingama pannud ja... Ria al on ta mõnned laewad kaldasse wiskanud, teistel purjed lõhkunud ja mastid murdnud. Nendasama on ka Kurama rannast teisel päeval laewa prakkisi ja surnokehhasid leitud, kedda torm ommal kombel olli matnud. 30. sept. olli mril jälle hea tormike ja sealtsammast pole õhto poolt küljest.",NA,"lv:ml:riga:","lv"
"C951",1829,"winter","12","7","7","1829-12-07","1:1:5:4:, 1:1:4:2:, 1:1:4:3:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark, 1:2:1:schiff",NA,"inglise laev väljus 29.okt. (u.k.) Liverpoolist – sihtkohaga Peterburg (kannatas tormide all ja seisis ankrus ning varjus). 25.nov/7.dets. äge torm SW ja WSW – hommikul vara Pakerorti tuld. Takelaaz osalised hävinenud. Tugevast külmast kapteni ja ühe meeskonna liikme käed külma võetud sp. Tallinna sõitma. Kuna pime siis Tallinna ees laveerima. Korraga tugev tuuleiil SW ja purustas takelaazi. Teine tormihoog purustas teise hädapurje, aeti merele","ee:ne:tallinn:","ee"
"G0379",1884,NA,"5","6","6","1884-05-06","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:todesopfer_4","am 6. Mai, segelten unter Dago - Kertell die dortigen Fabrikarbeiter Gustav Ecker, Johann Kusik. Peet und Karel Sinik. Maddis Kiwer und der Capellmeister Johann Treumann auf die See hinaus, wo sie plötzlich vom Sturm überrascht wurden, der das Boot umschlug. Vier der Insassen ertranken",NA,"ee:we:hiiumaa:kärdla:","ee"
"F2483",1872,"spring","5","11","11","1872-05-11","1:1:5:3:, 1:2:1:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)","1:1:5:3:stark, 1:2:1:gebäude",NA,"Paidest [11.mail on torm seal ühe lossitorni ümber lükanud (74 jalga)]. (Perno Postimees No 23, 8 juuni kirjeldab põhjalikult.)","ee:me:ja:paide:","ee"
"G0409",1885,NA,"2","7","7","1885-02-07","1:1:5:4:, 1:1:4:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,"Gestern wehte ein Nord-West-Sturm mit dickem Schnee und eingehendem Strom, so daß sich der ganze Hafen mit Schneeschlamm füllte.",NA,"lv:wl:liepaja:","lv"
"F2278",1867,"spring","5","1","1","1867-05-01","1:1:5:2:, 1:1:4:5:, 3:3:2:1:","1:1:5:2:","weather description","wind strength","moderate breeze (<bf6)",NA,"Tallinnast. 1. mail on seal veel kuni Naissaareni meri kinni olnud, arvatavasti pideva põhjatuule tõttu",NA,"ee:ne:tallinn:,  ee:ne:ha:naissaar:","ee"
"F3405",1898,"winter","12","25","25","1898-12-25","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:stark, 1:2:1:schiffsinkt","Muhumaalt. Jõulu k.1.p. tuli kange torm ja sadas lund nagu kotist maha, külma oli paar päeva 10 kuni 15 kraadi. Sel ajal seisivad Suures väinas 2 laeva ankrus, torm võttis nad ankruga järele ja ajas randa. …",NA,"ee:we:muhu:","ee"
"G0712",1874,"autumn","11","21","21","1874-11-21","1:1:5:4:, 1:1:4:2:, 1:1:2:5:","1:1:5:4:","weather description","wind strength","storm (>bf7)",NA,NA,NA,"lv:wl:liepaja:","lv"
"F3167",1890,"summer","8","16","16","1890-08-16","1:1:5:4:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:extrem","Hiiomaalt. 16. aug. möllas Hiiomaal nii kange torm, nagu seda kõige vanemad inimesed ei mäleta näinud ega kuulnud olevat. Torm laastas terved metsad ära, jämedad männad ja kuused murdusivad nagu õlekõrred. Ankru ketid katkesivad ära ja tuul ajas laevad randa. Ühe paadi tõstis torm ülesse ja viskas ta üle maja katuse õue. Kõpus lõhkus torm kaks tuletorni ära. Maja katused lendasivad kõik metsa. Kõpu tuletornis nähti selgeste, kuda üks suu aurumasin põhja vajus. Veel palju teisi Hiiomaa puulaevu on kõige inimestega hukka läinud. Mere äärsetes kohtades tõusis vesi ülesse, rikkus kõik orased ja kartohvlid ärs ja viis viljakuhjad meresse. Saaremaal olla torm ühe kiriku torni ära lõhkunud. Kahju on igal pool väga suur ja vaesed luidlased on praegu üsna hädas.",NA,"ee:we:hiiumaa:","ee"
"F2879",1885,"summer","7","21","21","1885-07-21","1:1:2:8:","1:1:2:8:","weather description","precipitation","thunderstorm",NA,"Virumaalt Kadrina kihelkonnas Jõepere vallas lõi pikne 21.juulil ühte talumajasse sisse surmas peremehe, kes sängis puhkas ja pani maja põlema. ...",NA,"ee:h:me:kodavere:kodavere:","ee"
"G0472",1886,NA,"4","23","23","1886-04-23","1:1:5:4:, 1:1:5.5:, 1:1:4:6:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:2:1:ernte","Aus dem Süden des Goldingenschen Kreises, durch die trockene und kalte Witterung, die zu Ostern sich einstellte und bis zum 25. April dauerte, war ein merklicher Stillstand in der Entwickelung der Veatiou-.eingktreten. Es ; wehte, wie dem ~Rig. Tgbl geschrieben wird, beständig ein eisiger Nordost der am 23. v. Mts seinen Höhepunkt erreichte, indem er zu einem wirbelartigen Sturm überging, und stets fror es dabei des Nachts, einmal sogar bis zu - «  60 Reaumnrl Daß bei derartigeni anhaltenden Wetter der Boden hart wie Stein wurde, das Grün der Roggenfelder sich in fahles Grau, stellenweise selbst in ein bedenkliches Roth verwandelte, wer wollte sich darüber wundern! Seit dem 26.April haben wir nun wieder menichlicheres Wetter, der Wind weht meist aus Westen, wobei häufig ei» fkkiiich seh: seine: Regen fällt. Die Vegetation hat sich denn auch in Folge dessen recht erholt",NA,"lv:wl:ku:","lv"
"D193",1808,"summer","8","24","25","1808-08-24","1:1:5:3:, 1:1:4:8:","1:1:5:3:","weather description","wind strength","strong breeze (bf6, bf7)",NA,"stürmisch",NA,"lv:ml:riga:","lv"
"F3402",1898,"autumn","9","3","4","1898-09-03","1:1:5:4:, 1:2:1:","1:1:5:4:","weather description","wind strength","storm (>bf7)","1:1:5:4:heftig","Kuresaarest. 29.Augustil oli siin virmaliste vehklemist näha. 3.ja 4. Septemberil mölla siin kange torm, mis iseäranis maal kahju on sünnitanud.",NA,"ee:we:sa:saaremaa:kuressaare:","ee"
