"id","year","season","month","date_begin","date_end","category","category_extra","location","description_original","description_comment","country","category_main"
"F2911",1886,"spring","5","3","3","1:1:2:8:",NA,"ee:we:la:paldiski:","Ilmad poorasivad selle kuu esimesel paaval soojaks. Selsamal paaval olivad Baltiskis esimesed paasukesed naha. Selle kuu 3.paaval laks esimene, kaunis kange muristamine ule Baltiski linna. Madise kiriku ligidal loi valk kartuhvli- panijate vahele ja rabas uht vanemat meest kuljest, kes maha langes, aga ilma suurema hadata pea jalle toibus. Nende ligidal on seesama hoop uhe puu sisse loonud. Pikse- pilv toi hea vihma, kus juures 15 graadi sooja oli, Parast seda on ilmad vihmaks lainud ja on enamiste pilvised. Orased kosuvad kenaste, lehed loovad nahtavalt valja. Selle kuu 3.paava ohtul oli Baltiski umberkaudu kagu esimest korda kuulda",NA,"ee","1:1:2"
"G0296",1882,NA,"8","4","4","1:1:5:4:",NA,"lv:wl:liepaja:","Nach vielen hei<U+00DF>en Tagen hat sich gestern endlich ein ausgiebiger Gewitterregen uber Libau entladen ...... Wahrend des Gewitters wuthete ein Sturm in der Umgegend, dessen einzelne hestige Sto<U+00DF>e au den letzten Orkan erinnerten.",NA,"lv","1:1:5"
NA,1889,"autumn","11","13","13","1:1:5:4:","1:2:1:schiffsinkt","lv:wl:du:kolkasrags:","Am 13. Nov. Abends 6 Uhr strandete bei SSW.-Sturm und dicker Luft, auf der Ostseite des Riffs von Domesnaes, das von Riga mit Holz  eladene nach Cardiff bestimmte russische Barkschiff „Trimpus- Kavt. I Michelsohn. Die aus 13 Mann bestehende Besatzung wurde theils durch das Kronsrettungsboot von Domesnaes, theils durch das bei Domesnaes stationirte Dondangen'sche Rettungsboot und deren wackere Rettungsmannschaften unter erschwerenden Umstanden glucklich an Land gebracht. ",NA,"lv","1:1:5"
"G0646",1876,"summer","8","29","29","1:1:5:4:","1:1:5:4:sehrstark","ee:we:sa:saaremaa:kuressaare:","Am 29. August ri<U+00DF> der orkanartige Sturm",NA,"ee","1:1:5"
"G0421",1885,NA,"5","9","9","1:1:5:4:","1:2:1:verbreiteteschaden, 1:2:1:dacher, 1:2:1:baume","lv:ml:ce:","Am 9. Mai c, Nachmittags gegen 4 Uhr, wurden durch einen aus Suden kommenden Hagelschlag, begleitet von wolkenbruchartigem Regen und starkem Sturm, die Roggenfelder arg beschadigt. Vom Wittkopschen Schulhause wurde durch den Sturm das halbe Dach abgedeckt, die Dachsparren auf hundert Schritt fortgeschleudert und von diesen auf dem Hof vielfacher Schaden angerichtet. Die Bluthenknospen der Obstbaume wurden vollstandig vernichtet und die Hoffnung auf eine Obsternte zu Schanden gemacht.",NA,"lv","1:1:5"
"F3116",1889,"summer","7","24","24","1:1:2:8:",NA,"ee:h:ne:kadrina:hulja:","5.08 ukj; um <U+00BD> 4 uhr Narhmittags entlud sich uber  Wisenberg ein ungewohnlich starkers Gewitter 24.07 Huljal 1889 koos kahjustustega.",NA,"ee","1:1:2"
"G0633",1875,"autumn","11","25","25","1:1:5:3:",NA,"lv:sl:jelgava:        ",NA,NA,"lv","1:1:5"
"G0229",1880,"autumn","11","5","5","1:1:5:3:;1:1:2:1:",NA,"ee:we:parnu","Heute Sturm mit Regen.",NA,"ee","1:1:5"
"F2887",1885,"winter","12","21","31","1:1:5:2:","1:1:5:2:stark","ee:we:la:paldiski:","Joulu- puhad on meiel oige rohkete lund ja parajat kulma toonud. Et lumi osalt kange tuulega tuli, selleparast tarvitab saanitee head sissesoitmist naib aga nuud pidama jaama.",NA,"ee","1:1:5"
"F2920",1886,"summer","7","4","4","1:1:2:8:",NA,"ee:se:tartu:","Reede 4.skp. loi pikne Tartus kaks poisikest maha. Toine neist olnud kohe surnud kuna teine veel elumarke avaldanud.",NA,"ee","1:1:2"
"G0639",1876,"spring","3","30","31","1:1:5:4:","1:1:5:4:stark, 1:2:1:schiffsinkt","lv:wl:liepaja:","Die seit mehreren Tagen herrschende sturmliche Witterung artete gestern Nachmittag zu einem starken Sturme und Nachts zum Orkan mit Schnee und Hagelboen von sudwestlicher Richtung aus. Die inzwischen auf der Rhede zu Anker gegangene norwegische Alf. mit Salz an C.F. Schneider adrestirt, wurde Nachts von ihren Ankern gerissen und ña. 5 Werst nordlich von hier auf den Strand geworfen. Bei dem Tiefgang deS SchiffeS von 15 Fu<U+00DF> war die Besatzung, bestehend auS 7 Mann, in gro<U+00DF>er Lebensgefahr, wurde jedoch schon heute Morgen gegern 5 Uhr von der zur Hulfeleistung herbeigeeilten RettungSmannschaft mit dem Raketen-Apparat glucklich an Land gebracht. DaS Schiff soll durchgebrochen und mithin wrack sein.",NA,"lv","1:1:5"
"F3101",1889,"summer","6","22","22","1:1:2:8:",NA,"ee:h:me:laiuse:kurista:","„22.Jun.s.a loi pikne Helme moona meeste lauda  sisse. Kustutati ara.“",NA,"ee","1:1:2"
"C693",1822,"summer","7","31","31","1:1:2:8:",NA,"lv:ml:lm:",NA,"31.juulil Lemsalu juures talu kuun poles aikese loogist","lv","1:1:2"
"G0237",1880,"autumn","11","16","16","1:1:5:4:","1:1:5:4:schifffahrt_eingeschrankt, 1:1:5:4:stark","lv:wl:liepaja:","Dampfer „Onkel Adam"" herbugsirt, konnte aber des starken Stromes wegen nicht in den Hafen einlaufen, mu<U+00DF>te ankern und wurde durch den nachtlichen Sturm an Land getrieben.",NA,"lv","1:1:5"
"G0111",1894,"autumn","10","19","19","1:1:5:4:","1:1:5:4:heftig","lv:wl:liepaja:","Mehrere Dampfer, welche gestern, fertig waren, gingen des heftigen W. S. W. Sturmes und hohen Seeganges wegen nicht nach See. ",NA,"lv","1:1:5"
"F2709",1882,"spring","4","15","15","1:1:2:8:",NA,"ee:h:ne:ambla:","Talv 1881 ja 1882. Tanavo talve ei ole lund ega kanget kulma olnud kaks hommikud on 12 gradi kulma olnud, reeteed ei ole olnud, nii natuke lund saiab siis on kohe sula, wanad inimesed ei maleta niisugust sula talvet. 21 Marts kewade ilmad rohi tarkab maad on jaas 15.april ilmad soojad rohi tarkab oras ilus kaswab, muristas kannis kowast.",NA,"ee","1:1:2"
"A381",1848,"spring","4","19","19","1:1:5:4:","1:1:5:4:stark","lv:wl:vp:irbene:","den Morgen druf erhob sich ein furchtbahren sturm aus nordwest",NA,"lv","1:1:5"
"G0666",1879,"winter","2","22","22","1:1:5:3:",NA,"lv:wl:du:kokasrags:",NA,NA,"lv","1:1:5"
"F3391",1898,"summer","6","1","2","1:1:2:8:",NA,"ee:h:me:jarvamaa","[Piksekahjudest 1.-2 juunil.] Jarvamaalt. Esmasp. 1.junil loi pikne Tapa kulas Ahvardi talu polema [maja ja muud hooned polema +2 siga.] Noost [2.juunil on valk 2X kiriku juurde poodi. 1.) poekorstnast sisse tugeva porutusega. 2.) rauakraami aida katusesse. Kumbki tuld ei tekitanud.]",NA,"ee","1:1:2"
"E061",1869,"winter","2","14","15","1:1:5:5:",NA,"ee:ne:tallinn:","Schneesturm mit Heftigkeit eines Orkans",NA,"ee","1:1:5"
"C1024",1834,"autumn","11","11","12","1:1:5:4:","1:1:5:4:stark","bs:gf:",NA,"Tallinna teate pohjal 2.nov. (v.k.) on 11 ja 12 nov (u.k.) Soome lahes puhunud “tremendeous” NE ja NNE torm 5° kulmaga","bs","1:1:5"
"C789",1824,"autumn","11","19","19","1:1:5:5:","1:1:5:4:extrem, 1:2:1:schiff","ee:we:hiiumaa:kopu:",NA,"16.novembril nagid Naissaare tuld. Tuul tugevate iilidena pohjakaartest. 19.nov. sudaool orkaan SSW – WNW. Pumbad pidevalt tool. 20.nov. nagid 6 miili kaugusel Dagerorti tuld","ee","1:1:5"
"B337",1860,"autumn","9","24","24","1:1:5:4:","1:1:5:4:opfer","lv:ml:riga:","Riiast. Tormi sannumed. Jubba hakkavad tullema se torm (24. Sept) olli liig walli, kui et temma waeste meremeestele mitte mondasuggust kahjo ep olleks teinud. Mitto issapoega on ta merre pohja hingama pannud ja... Ria al on ta monned laewad kaldasse wiskanud, teistel purjed lohkunud ja mastid murdnud. Nendasama on ka Kurama rannast teisel paeval laewa prakkisi ja surnokehhasid leitud, kedda torm ommal kombel olli matnud. 30. sept. olli mril jalle hea tormike ja sealtsammast pole ohto poolt kuljest.",NA,"lv","1:1:5"
"C951",1829,"winter","12","7","7","1:1:5:4:","1:1:5:4:stark, 1:2:1:schiff","ee:ne:tallinn:",NA,"inglise laev valjus 29.okt. (u.k.) Liverpoolist – sihtkohaga Peterburg (kannatas tormide all ja seisis ankrus ning varjus). 25.nov/7.dets. age torm SW ja WSW – hommikul vara Pakerorti tuld. Takelaaz osalised havinenud. Tugevast kulmast kapteni ja uhe meeskonna liikme kaed kulma voetud sp. Tallinna soitma. Kuna pime siis Tallinna ees laveerima. Korraga tugev tuuleiil SW ja purustas takelaazi. Teine tormihoog purustas teise hadapurje, aeti merele","ee","1:1:5"
"G0379",1884,NA,"5","6","6","1:1:5:4:","1:2:1:todesopfer_4","ee:we:hiiumaa:kardla:","am 6. Mai, segelten unter Dago - Kertell die dortigen Fabrikarbeiter Gustav Ecker, Johann Kusik. Peet und Karel Sinik. Maddis Kiwer und der Capellmeister Johann Treumann auf die See hinaus, wo sie plotzlich vom Sturm uberrascht wurden, der das Boot umschlug. Vier der Insassen ertranken",NA,"ee","1:1:5"
"F2483",1872,"spring","5","11","11","1:1:5:3:","1:1:5:3:stark, 1:2:1:gebaude","ee:me:ja:paide:",NA,"Paidest [11.mail on torm seal uhe lossitorni umber lukanud (74 jalga)]. (Perno Postimees No 23, 8 juuni kirjeldab pohjalikult.)","ee","1:1:5"
"G0409",1885,NA,"2","7","7","1:1:5:4:",NA,"lv:wl:liepaja:","Gestern wehte ein Nord-West-Sturm mit dickem Schnee und eingehendem Strom, so da<U+00DF> sich der ganze Hafen mit Schneeschlamm fullte.",NA,"lv","1:1:5"
"F2278",1867,"spring","5","1","1","1:1:5:2:",NA,"ee:ne:tallinn:,  ee:ne:ha:naissaar:","Tallinnast. 1. mail on seal veel kuni Naissaareni meri kinni olnud, arvatavasti pideva pohjatuule tottu",NA,"ee","1:1:5"
"F3405",1898,"winter","12","25","25","1:1:5:4:","1:1:5:4:stark, 1:2:1:schiffsinkt","ee:we:muhu:","Muhumaalt. Joulu k.1.p. tuli kange torm ja sadas lund nagu kotist maha, kulma oli paar paeva 10 kuni 15 kraadi. Sel ajal seisivad Suures vainas 2 laeva ankrus, torm vottis nad ankruga jarele ja ajas randa. …",NA,"ee","1:1:5"
"G0712",1874,"autumn","11","21","21","1:1:5:4:",NA,"lv:wl:liepaja:",NA,NA,"lv","1:1:5"
"F3167",1890,"summer","8","16","16","1:1:5:4:","1:1:5:4:extrem","ee:we:hiiumaa:","Hiiomaalt. 16. aug. mollas Hiiomaal nii kange torm, nagu seda koige vanemad inimesed ei maleta nainud ega kuulnud olevat. Torm laastas terved metsad ara, jamedad mannad ja kuused murdusivad nagu olekorred. Ankru ketid katkesivad ara ja tuul ajas laevad randa. Uhe paadi tostis torm ulesse ja viskas ta ule maja katuse oue. Kopus lohkus torm kaks tuletorni ara. Maja katused lendasivad koik metsa. Kopu tuletornis nahti selgeste, kuda uks suu aurumasin pohja vajus. Veel palju teisi Hiiomaa puulaevu on koige inimestega hukka lainud. Mere aarsetes kohtades tousis vesi ulesse, rikkus koik orased ja kartohvlid ars ja viis viljakuhjad meresse. Saaremaal olla torm uhe kiriku torni ara lohkunud. Kahju on igal pool vaga suur ja vaesed luidlased on praegu usna hadas.",NA,"ee","1:1:5"
"F2879",1885,"summer","7","21","21","1:1:2:8:",NA,"ee:h:me:kodavere:kodavere:","Virumaalt Kadrina kihelkonnas Joepere vallas loi pikne 21.juulil uhte talumajasse sisse surmas peremehe, kes sangis puhkas ja pani maja polema. ...",NA,"ee","1:1:2"
"G0472",1886,NA,"4","23","23","1:1:5:4:","1:2:1:ernte","lv:wl:ku:","Aus dem Suden des Goldingenschen Kreises, durch die trockene und kalte Witterung, die zu Ostern sich einstellte und bis zum 25. April dauerte, war ein merklicher Stillstand in der Entwickelung der Veatiou-.eingktreten. Es ; wehte, wie dem ~Rig. Tgbl geschrieben wird, bestandig ein eisiger Nordost der am 23. v. Mts seinen Hohepunkt erreichte, indem er zu einem wirbelartigen Sturm uberging, und stets fror es dabei des Nachts, einmal sogar bis zu - «  60 Reaumnrl Da<U+00DF> bei derartigeni anhaltenden Wetter der Boden hart wie Stein wurde, das Grun der Roggenfelder sich in fahles Grau, stellenweise selbst in ein bedenkliches Roth verwandelte, wer wollte sich daruber wundern! Seit dem 26.April haben wir nun wieder menichlicheres Wetter, der Wind weht meist aus Westen, wobei haufig ei» fkkiiich seh: seine: Regen fallt. Die Vegetation hat sich denn auch in Folge dessen recht erholt",NA,"lv","1:1:5"
"D193",1808,"summer","8","24","25","1:1:5:3:",NA,"lv:ml:riga:","sturmisch",NA,"lv","1:1:5"
"F3402",1898,"autumn","9","3","4","1:1:5:4:","1:1:5:4:heftig","ee:we:sa:saaremaa:kuressaare:","Kuresaarest. 29.Augustil oli siin virmaliste vehklemist naha. 3.ja 4. Septemberil molla siin kange torm, mis isearanis maal kahju on sunnitanud.",NA,"ee","1:1:5"
"F2720",1882,"spring","5","29","30","1:1:2:8:","1:2:1:felder","ee:se:vi:","Viljandist. Lehekuu 29 ja 30 paaval on Viljandi maakondas head koue vihma, aga ka rahet olnud, mis poldudele palju kahju teinud.",NA,"ee","1:1:2"
"F2867",1885,"summer","6","30","30","1:1:5:4:","1:1:5:4:stark, 1:2:1:gebaude, 1:2:1:baume, 1:2:1:verbreiteteschaden","ee:ne:ha:keila:","Tallinnast. Nii sadas 30.juunil Keilas mones kohas palju jamedat rahet, mis vilja puruks ja palju akna ruutusi katki peksnud. Sellsamal korral teinud ka torm kahju, lohkunud katuseid ja murdnud palju puid puruks. Keilast ajanud ta mone vaguni raudteed mooda mitu versta linna poole.",NA,"ee","1:1:5"
"G0385",1884,NA,"7","16","16","1:1:5:4:",NA,"lv:wl:db:","in den Flammen aufgingen, welche vom nordwestl. Sturme angefacht so schnell um sich griffen, da<U+00DF> keine Rettung moglich war",NA,"lv","1:1:5"
"F3135",1890,"spring","3","13","13","1:1:2:8:",NA,"ee:we:parnu:","Parnust. Samad hadad ilmad on igapaev udused, nii et paikest paar nadalad aega enam naha ei ole olnudgi. Jne 13.III oli aike, sadas vihma rahega segamini. …",NA,"ee","1:1:2"
"G0209",1880,"winter","2","15","15","1:1:5:4:",NA,"ee:ne:tallinn","Der Sturm, welcher in der Nacht von Sonnabend auf Sonntag wuthete, hat auch in unserer Stadt bedeutende Verheerungen hervorgerufen",NA,"ee","1:1:5"
"G0103",1894,"summer","8","11","18","1:1:5:4:",NA,"lv:wl:ri:",NA,"mit Sturmen kommt Lachs","lv","1:1:5"
"G0016",1890,"autumn","11","30","30","1:1:5:4:","1:1:5:4:orkanartig","lv:wl:riga:","Am 13. November wehte ein orkanartiger Sturm bei strenger Kalte ",NA,"lv","1:1:5"
"F2304",1867,"spring","5","10","10","1:1:5:3:","1:1:5:3:heftig","ee:h:li:","1867. 10. Mai Morgens bei –1°R und heftigem Ostwind starkes Schneegestrober. Die Schneeschicht ist auf Flachen einnigen Zoll, an Zaunesn mehrere Fuss dich..",NA,"ee","1:1:5"
"A366",1867,"autumn","10","25","25","1:1:5:4:","1:1:5:4:schwer","lv:ml:ri:bolderaja:","Heute fruh bei schwerem NNO-Sturm ",NA,"lv","1:1:5"
"G0375",1884,NA,"5","12","12","1:1:5:4:",NA,"up-0024","http://periodika.lv/periodika2-viewer/view/index-dev.html?lang=fr#panel:pa|issue:/p_003_lzpo1884s01n110|article:DIVL62|query:Sturm|issueType:P",NA,"up-0024","1:1:5"
"G0435",1885,NA,"6","19","19","1:1:5:4:","1:1:5:4:heftig","lv:ml:al:","Am 19. Juni. 2 Uhr Nachmittag hatten wir einen so starken Gewitterregen, begleitet von heftigem Sturm, da<U+00DF> im Laufe von zwei Stunden alle Felder unter Wasser gesetzt waren.",NA,"lv","1:1:5"
"G0388",1884,NA,"9","7","7","1:1:5:4:","1:2:1:todesopfer_2, 1:2:1:schiffsinkt","ee:ne:paldiski:","Der letzte Sturm am 7. c. hat leider, wie wir der „Rev. Ztg."" entnehmen, 2 Menschen das Leben gekostet. Am 7. c. fuhren namlich ca. um 6 Uhr Abends die Grenzsoldaten Peter Wassiljew und Terenti Sirnikow mit dem Rogoeschen Bauer Hindrik Soderstrom, der beim Grenzwachposten auf Rogoe als Ruderknecht diente, in einem Boote vom Cordonhanse in Kurls zur Insel Rogoe. Zwischen den Inseln Gro<U+00DF>- und Klein-Rogoe wurde das Boot durch einen plotzlichen heftigen Windsto<U+00DF> zum Kentern gebracht, es gelang jedoch den Insassen, sich am Boot zu halten und auf den Kiel zu klettern. Soderstrom versuchte darauf mit einem losgelosten Maste an's Land zu schwimmen, fand jedoch wahrscheinlich seinen Tod in den kalten Wellen (bisher hat man nur den Mast gefunden). Den bei den zuruckgebliebenen Soldaten gluckte es. das Boot umzudrehen und sich in demselben viele Stunden zu halten. Um ca. 5 Uhr Morgen« oersuchte der Soldat Wassiljew zur BootSspitze zu gehen, um denket, ansgefallenen Anker, welcher das Boot hielt. heben, eine plotzliche Sturzwelle warf ihn jedoch uber Bord. Der dritte Insasse, Sirnlkow, jedoch um 9 Uhr Morgens, nachdem er den Anker gehoben, mit dem Boot an die Sudspitze von Klein. Rogoe getrieben und gelang es ihm, nach unsaglicher Anstrengung da er halberstarrt- war, das Land und das nachste Dorf zu erreichen. Die Leiche deS Wafsiljem wurde am 9. gefunden.",NA,"ee","1:1:5"
"A194",1848,"summer","6","6","6","1:1:5:4:","1:2:1:opfer, 1:2:1:felder_garten_hauser_ernte","lv:sl:do:sesava:","Sturm mit 3 Lot schweren Hagelstucken zerstort Felder von 4 Gutern und 42 Gesinden, Hauser, Garten zerstort, ein Kind getotet, ein Kind von Orkan weggeweht, Ernte total zerstort",NA,"lv","1:1:5"
"G0157",1897,"autumn ","11","5","5","1:1:5:4:","1:2:1:dacher, 1:2:1:schiffsinkt","lv:ml:riga:, lv:ml:ri:bolderaja:","Der Sturm hat vorige Nacht am 1 Uhr am Westende der Jakobskaserne das Ziegeldach im Umfange von etwa zwei Ouadratfaden abgedeckt; die Ziegel sturzten mit gro<U+00DF>em Krach herunter. Aus Bolderaa telegraphirt man dem Borsencomite vom 5. November: Die schwedische  Brigg ""Diana"". Capitain Oestberg. mit einer Theilladung Espenholz nach Colmar bestimmt, und den 1. November von hier ausgegangen, ist gestern Abend, ca. 7 Uhc. auf der Westbank gestrandet. Nach Kappung der Masten und begunstigt durch das gestrige Hochwasser ist das Schiff recht nahe an Land geworfen. Die Besatzung von acht Mann it. Capitam ist heute Morgen von den Lootsen gerettet. ",NA,"lv","1:1:5"
"G0720",1875,"autumn","10","19","19","1:1:5:4:","1:1:5:4:schwer","ee:we:ruhnu:",NA,NA,"ee","1:1:5"
"D282",1829,"summer","8","12","12","1:1:5:4:",NA,"lv:ml:riga:","Sturm aus SSW",NA,"lv","1:1:5"
"C620",1820,"autumn","9","6","6","1:1:5:2:","1:1:5:2:stark","ee:we:sa:saaremaa:kuressaare:",NA,"6.septembril sissesoitnud laev vastastuulte parast on 7.septembril Amsterdami oma teekonda jatkanud","ee","1:1:5"
"F2506",1873,"winter","2","7","7","1:1:5:4:","1:1:5:4:stark","ee:we:parnu:","Pernust, 14.veebruaril. Modalainud neljapaeval [7.II] olli meil hirmus valli torm, mis labbi suggav tousuvessi meie Perno joe kallaste aart moda ulles ajas, kus jaa peale ja sealt arrasamine vagga vaevalin olli...",NA,"ee","1:1:5"
"F2778",1884,NA,NA,NA,NA,"1:1:2:8:",NA,"ee:h:li:",NA,"aikesevaatlused: Struktuur (jark. Nr.;  kuupaev; kellaeg; vihma kestvus kellaajaliselt; rahe kestvus; kust ilmakaarest tuli, kuhu laks; pilvede liik ja liikumine; kahjustused. Teated umbruskonnas toimunud ja teatavaks saanud aikestest ja nende kahjustustest. Ajalehe valjaloiked (teated aikese esinemise, rahe esinemise ja kahjude kohta). Uleujutused, suured tormid, atmosfaari nahted, randlindude saabumine, kevade tulek. Kaigarodovi ilmabulletanid; Dr. Falk'I ilmaprognoosid. Ilmastiku iseloomustusi Laane-Euroopast.","ee","1:1:2"
"F3260",1893,"summer","7","20","20","1:1:5:4:","1:1:5:4:stark, 1:2:1:baume","ee:se:tartu:","Mineval teisipaeval murdis torm Tartus mitmed puud maha.",NA,"ee","1:1:5"
"A195",1848,"autumn","10","9","13","1:1:5:4:","1:2:1:schiff","ee:wl:parnu:","Schiff vor Kihnu gestrandet, wird durch Sturm vollstandig zerstort",NA,"ee","1:1:5"
"G0675",1879,"winter","12","14","14","1:1:5:4:","1:1:5:4:stark","lv:ml:ri:bolderaja:","Starker Wind aus Nordwest",NA,"lv","1:1:5"
"C756",1823,"winter","12","14","18","1:1:5:3:","1:1:5:3:stark","bs:gr:",NA,"14.-18.detsembrini laveeris laev Domesnesi – Ruhnu – Saaremaa vahel tugevate tormiste tuulte parast. Korged lained, laev jaatub. Tormine tuul S – SW-st","bs","1:1:5"
"G0278",1882,NA,"2","8","8","1:1:5:4:",NA,"lv:ml:ri:bolderaja:","Ein starker Sturm aus nordnordwestlicher Richtung weht seit 1 Uhr der vorigen Nacht bei 2 Grad Frost",NA,"lv","1:1:5"
"G0275",1882,NA,"2","4","4","1:1:5:4:",NA,"lv:ml:riga:","Der gestrige Sturm, zuerst aus SW-lichen spater NW-licher Richtung, hat das Eis in der Duna bis unterhalb der wei<U+00DF>en Kirche aufgebrochen",NA,"lv","1:1:5"
"F3389",1898,"spring","5","23","23","1:1:5:3:","1:1:5:3:stark","ee:we:sa:saaremaa:sorveps:","aus Peterhof: der Roggen blute um den 30. Mai. Aus Oldbruck: die haufigen Niederschlage (und zwar am 23 Mai stromenden Regen; 1. Juni, 6. Juni, und 7. Juni Strichregen; 11 Juni kleiner Regen; 15 Juni und 18. Juni Gewitter mit Platzregen) waren…",NA,"ee","1:1:5"
"H0063",1872,"spring","5","10","10","1:1:5:4:","1:1:5:4:orkan, 1:2:1:gebaude","lv:ml:sigulda:","So wird uns berichtet, da<U+00DF> am Mittwoch, den 10. Mai, um dieselbe Zeit, als hier der Hagelschlag eintrat, ein furchtbarer Orkan in der Segewoldschen Gegend gewuthet habe, der Hauser zerstort und Menschen niedergeworfen, schwer verletzt, ja getodtet habe. ",NA,"lv","1:1:5"
"F2869",1885,"summer","6","15","15","1:1:2:8:",NA,"ee:me:jogeva:",NA,"Pikseonnetused ja vihm. [Neid nii palju, et koik lehte ei mahu] [- Tartumaal Valgustas: 15. VI- Aadu talu maha polenud, 5.VII- Vana- Suislepas Kivi jaagu talu laudad polenud. Vihma seal tulnud: 15; 22; 24 ja 25; VI; 5; 9-11. VII, Laiusel: 8. VII Siimusti kulas talumaja polenud] [Harjumaal tapse kuupaevata pikseonnetus. 2 inimest + maja polenud Sademeid vahe.] [Jarvamaal 1.VIII alates Paide umber iga paev aikesevihma, hein madaneb] [Virumaal Simmuna ja Maarja khlk. Piiril 9. VII sellinne aike, et Ratsepa talus valk majal katuse pealt maha loi ja maja muidugi maha poletas. 1 vanainimene sisse polenud voi valgust tabatud.] jne.","ee","1:1:2"
"F2812",1884,"spring","4","3","3","1:1:5:3:","1:1:5:3:stark","ee:ne:tallinn:","Tallinnast. Ilusad olivad juba ilmad, hoiskamisele valmistas ennast loodus- pehme kevadine soe ohk levis selge sinise taeva all, [...]- korraga aga, kolmandamal Aprilil, muutis ilm ennast siin jahedaks; pilviseks, ning ulevalt hakati igatsetud vihma asemel palumata lume helbeid all tolmutama. Varsti tousis tuul kangeks tormiks ja lume sadu maaratumaks tuisumassuks.",NA,"ee","1:1:5"
"F2942",1890,NA,NA,NA,NA,"1:1:2:8:",NA,"ee:h:ne:simuna:rohu:",NA,"aus Meteorologischen Station Rocht Gewittersbeobachtungen in Jahren 1887-1896","ee","1:1:2"
"G0307",1882,NA,"11","6","6","1:1:5:4:","1:1:5:4:heftig","lv:h:ku:","Tags darauf herrschte hier ein recht heftiger Schnee-Sturm mit Schneewehen",NA,"lv","1:1:5"
"C815",1824,"winter","12","29","29","1:1:5:3:","1:1:5:4:stark","ee:ne:ha:naissaar:",NA,"torm maratses kuni 29. detsembrini. Sellel paeval oli laev Naissaare juures. Tuul NNW. Laev ei suutnud saarest mooduda ja otsustati Tallinna sadamasse poorduda","ee","1:1:5"
"F2908",1886,"spring","4","15","15","1:1:5:2:","1:1:5:2:stark","ee:we:la:paldiski:","Teisel puhal puhus kange tuul ja vihm pohja tuul mere pool oli lumepilved naha. Kolmandamal puhal sadas Baltiskis enne lounat lund kange pohja- tuulega, mis aga pea vaikis. [7. -13. IV]",NA,"ee","1:1:5"
"F2830",1884,"autumn","10","16","17","1:1:5:4:","1:1:5:4:stark, 1:2:1:verbreiteteschaden","ee:h:se:pa:","...Kange torm mollas siin 16. Ja 17.oktoobril, mis mitmes kohas suurt kahju tegi. [Parnu maakonnas.]",NA,"ee","1:1:5"
"F2380",1869,"summer","8","7","7","1:1:5:4:","1:1:5:4:extrem","ee:h:li:","...teatab, et see suur sadu mitmel pool mujalgi peale Tartumaa kahju teinud. Sadu 7. augustil",NA,"ee","1:1:5"
"F2531",1874,"winter","1","14","14","1:1:5:4:","1:2:1:gebaude, 1:1:5:4:heftig","ee:we:haapsalu:","aus Hapsal, 16. Januar. Noch liegt der benachbarte Waldboden bedeckt mit den Trummern etwurzelter und zersplitterte Baume, Zeugen des Orkans vom 22. Nov. v.J. und schon ist eine neue Calamitat uber Hapsal hereingebrochen. Bei stark fallendem Barometer, 0°R und heftigem SSW-Sturme hob sich am 14 d.M. Vormittags die Eisdecke der Meeresbuchten und drangte das Wasser mit so gro<U+00DF>er Gewalt gegen die schu<U+00DF>enden Damme, da<U+00DF> diese nicht wiederstehen konnte. Um 1 Uhr Mittags waren sie durchbrochen und das entfesselte Element uberfluthete Strandwohnung, Garten und Hofe und fullte die Couterrains... Das Wasser erreichte seine gro<U+00DF>te Hohe um 2 Uhr Mittags stand bis 5 Uhr, dann begann es zu sinken. Dagegend war das Wasser in der Nacht vom 15 zum 16 Januar auf ca. 10 Fu<U+00DF>, also noch hoher gestiegen als beim le<U+00DF>ten starken Sturme in der Nacht vom 21 auf den 22 November v.J. uber dessen verheerende Wirkungen wir an dieser Stelle f. Z. berichteten... seine bisherige gelinde Temperatur selbst im Vergleich zu den le<U+00DF>ten beiden Jahren auffallende Spaterherbst und Winter an heftigen Sturmen besonders reich gewesen ist",NA,"ee","1:1:5"
"A466",1860,"autumn","9","21","24","1:1:5:4:","1:1:5:4:schiffsinkt","lv:wl:liepaja:",NA,"Der gewaltige Sturm, der, in der Nacht vom 21. auf den 22. dieses Monats beginnend, noch heute fortrast","lv","1:1:5"
"B267",1847,"summer","8","8","8","1:1:2:1:",NA,"ee:we:la:paldiski:","Aout: Le 8, a 4h apres – midi forte pluie, tonnerre et eclairs; et quelques gouttes de pluie, a 10h soir eclairs eloignes, de 12h a 1h la nuit tonnerre, eclairs et averse",NA,"ee","1:1:2"
"F2401",1870,"summer","8","6","6","1:1:2:8:",NA,"ee:se:tartu:","Tartust. Vihma ja rahesadu on meil tanavu moni aeg haruldane asi olnud, aga 6 ja 12 augustil parast lounat, no siis tuli vihmakest pool tundi nagu oavarrest ja loppeks huppas ka hea kord rahet seas. ...",NA,"ee","1:1:2"
"G0697",1873,"spring","3","31","31","1:1:5:4:","1:1:5:4:stark","ee:we:parnu:",NA,NA,"ee","1:1:5"
